Address,Historic Name of Resource,Building Type,Freestanding or Other,Style,SubStyle,Primary Style,Approximate,Range,StartDate,EndDate,"NHL
Rating",#C,#  N/C,N/C Reason,latitude,longitude,Street Number,Modifier,Street Direction,Street,Street Type,Notes
315 1/2 East 2nd Street,,Commercial Building,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.735304,-85.376282,315    ,1/2,East,2nd,Street,
315 East 2nd Street,David Wilson House,House,,Federal,None,Federal,TRUE,FALSE,1825,1825,C,1,,,38.735304,-85.376282,315,,East,2nd,Street,"Built as early as 1823, the Federal home at 315 E. Second Street is notable for its unusual Classic style entry. A Madison furniture maker, David Wilson, built the two-story home. The Wilson house sits on a rubble stone foundation with rough dressed and coursed stones at the front facade. Its walls are brick laid in the common bond pattern. The notable entry features a frame with a half circle stone hood above an arched upper transom light. There are small inset Doric columns on each side of the recessed upper light modern door. Replacement windows on the home are set into openings with flat dressed stone lintels and sills. The side gabled roof has a gable end chimney and a front cornice with a plain band of wood trim. On the east side there is bi-level gallery porch."
316 East 2nd Street,,House,,Vernacular: Other,Single Pen,Other: Single Pen,TRUE,FALSE,1860,1860,C,1,,,38.734884,-85.376304,316,,East,2nd,Street,
318 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.734884,-85.376304,318,,East,2nd,Street,
320 East 2nd Street,,House,,None,None,No Style,TRUE,FALSE,1850,1850,C,1,,,38.734887,-85.376157,320,,East,2nd,Street,
322 1/2 East 2nd Street,,Carriage House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1900,1900,C,1,,,38.734912,-85.376014,322,1/2,East,2nd,Street,
322 East 2nd Street,Dr. Kremer House,House,,Victorian,Queen Anne,Queen Anne,FALSE,FALSE,1904,1904,C,3,,,38.734912,-85.376014,322,,East,2nd,Street,"Four buildings at the comer of Walnut and Second Streets comprise the former doctor's office, home, and laboratory of Dr. Kremer. The Queen Anne style house at 322 E. Second Street was constructed in 1904 . The asymmetrical two and a half story house has walls of a Flemish bond variant brick pattern. It has an upper light panel door and windows set with dressed stone lintels. The side features a two-story bay window. The front porch has a hipped and gable front roof with brick lattice railings and rockface stone coping. The home's roof is front gable and of a high pitch, it has wide boxed eaves with wide returns. Next door to the home is the Dr. Kremer Office building at 324 E. Second Street, a fine brick cottage used as his office between 1903 and 1947. The L plan one-story building has brick common bond walls. It has upper light panel doors with upper transom lights. Stained and leaded glass with the name ""Dr Kremer"" and medical insignias fills one of these transoms. Windows are two/over/two with wood lintels, sills, and shutters. The cross gable slate roof has overhanging eves and reduced bargeboard decoration at corners. Also at this site is a petrified rock wall, a brick carriage house facing onto Walnut Street, and a small building with arched entries used as a laboratory."
324 East 2nd Street,Dr. Kremer's Office,Doctor's Office,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1900,1900,C,1,,,38.734969,-85.375861,324,,East,2nd,Street,
401 East 2nd Street,,Commercial Building,,Classical/Greek Revival,Greek,Greek Revival,TRUE,FALSE,1850,1850,C,0.5,,,38.735292,-85.375561,401,,East,2nd,Street,
402 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,C,1,,,38.734940,-85.375573,402,,East,2nd,Street,
403 East 2nd Street,,Commercial Building,,Classical/Greek Revival,Greek,Greek Revival,TRUE,FALSE,1850,1850,C,0.5,,,38.735121,-85.375573,403,,East,2nd,Street,
405 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.735293,-85.375436,405,,East,2nd,Street,
406 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734922,-85.375424,406,,East,2nd,Street,
407 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.735294,-85.375338,407,,East,2nd,Street,
408 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.734894,-85.375290,408,,East,2nd,Street,
410 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1900,1900,C,1,,,38.734795,-85.375197,410,,East,2nd,Street,
412 East 2nd Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.734797,-85.375086,412,,East,2nd,Street,
413 East 2nd Street,St. Mary's Catholic Church,Church,,Gothic Revival,None,Gothic Revival,FALSE,FALSE,1851,1851,C,1,,,38.735123,-85.375303,413,,East,2nd,Street,"St. Mary's Catholic Church was built in 1851 at 413 E. Second Street in a Gothic Revival style. The ground underneath the church slopes very slightly to the south, toward the Ohio River. A paved parking lot to the east abuts the building, while wide stone steps lead from the sidewalk on Second Street to the front entry. The iron fence is Stribling (see architectural description 3-397) cast iron and runs around the front gardens and up stairs as a railing.  Small trees and bushes grow in front of the church and two lampposts protrude from the sidewalk. St. Mary's church is three stories, excluding the tower, and was built in a rectangular plan with a dressed, coursed stone foundation. Double arched panel doors open onto Second Street with a stained glass upper transom fit into pointed arch surround. Pointed arch stained glass windows with stone sills and brick surround peer from the front and the side of the church. The roof is a front gable low pitch with overhanging and boxed eaves. The steeple is square with brick decorative work and a rose window. An octagonal bell chamber extends above with decorative gables, a conical roof and a steeple."
415 East 2nd Street,St. Mary's Rectory,Rectory,,Victorian,Free Classical,Other: Free Classic,TRUE,FALSE,1900,1900,C,1,,,38.735123,-85.375291,415,,East,2nd,Street,
416 East 2nd Street,McNaughton House,House,,Classical/Greek Revival,Greek,Greek Revival,TRUE,FALSE,1835,1835,C,1,,,38.734798,-85.374887,416,,East,2nd,Street,
417 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1840,1840,C,1,,,38.735411,-85.374649,417,,East,2nd,Street,
418 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734797,-85.374733,418,,East,2nd,Street,
419 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1840,1840,C,1,,,38.735412,-85.374574,419,,East,2nd,Street,
420 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734801,-85.374605,420,,East,2nd,Street,
421 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735331,-85.374464,421,,East,2nd,Street,
422 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735034,-85.374487,422,,East,2nd,Street,
424 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734865,-85.374466,424,,East,2nd,Street,
502 East 2nd Street,Pommer House,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734996,-85.374089,502,,East,2nd,Street,
504 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,1,,,38.735101,-85.373998,504,,East,2nd,Street,
506 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,N/C,,1,A,38.735101,-85.373907,506,,East,2nd,Street,
507 East 2nd Street,,Apartment Building,,None,None,No Style,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.735130,-85.373782,507,,East,2nd,Street,
509 East 2nd Street,,Apartment Building,,None,None,No Style,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.735131,-85.373619,509,,East,2nd,Street,
510 East 2nd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.735102,-85.373724,510,,East,2nd,Street,
511 East 2nd Street,,Apartment Building,,None,None,No Style,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.735317,-85.373458,511,,East,2nd,Street,
514 East 2nd Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1860,1860,N/C,,1,A,38.734806,-85.373539,514,,East,2nd,Street,
515 East 2nd Street,,House,,None,None,No Style,TRUE,FALSE,1890,1890,N/C,,1,A,38.735305,-85.373229,515,,East,2nd,Street,
518 East 2nd Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1910,1910,C,1,,,38.734810,-85.373274,518,,East,2nd,Street,
602 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,2,,,38.734815,-85.372860,602,,East,2nd,Street,
603 East 2nd Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1915,1915,C,1,,,38.735350,-85.372773,603,,East,2nd,Street,
606 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734817,-85.372750,606,,East,2nd,Street,
607 East 2nd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.735421,-85.372568,607,,East,2nd,Street,
609 East 2nd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.735425,-85.372464,609,,East,2nd,Street,
610 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,2,,,38.734818,-85.372619,610,,East,2nd,Street,
611 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.735421,-85.372358,611,,East,2nd,Street,
613 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.735423,-85.372259,613,,East,2nd,Street,
614 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,2,,,38.734821,-85.372493,614,,East,2nd,Street,
618 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734824,-85.372363,618,,East,2nd,Street,
620 East 2nd Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1920,1920,C,1,,,38.734820,-85.372214,620,,East,2nd,Street,
623 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,2,,,38.735400,-85.372122,623,,East,2nd,Street,
624 East 2nd Street,Green-Grayson House,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,2,,,38.734825,-85.372079,624,,East,2nd,Street,
701 East 2nd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1840,1840,C,1,,,38.735367,-85.371760,701,,East,2nd,Street,
705 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,2,,,38.735359,-85.371645,705,,East,2nd,Street,
706 East 2nd Street,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.734874,-85.371712,706,,East,2nd,Street,
707 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,2,,,38.735413,-85.371552,707,,East,2nd,Street,
708 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.734822,-85.371551,708,,East,2nd,Street,
711 East 2nd Street,,House,,Victorian,Queen Anne,Queen Anne,TRUE,FALSE,1900,1900,C,1,,,38.735429,-85.371454,711,,East,2nd,Street,
712 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.734818,-85.371445,712,,East,2nd,Street,
713 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735429,-85.371243,713,,East,2nd,Street,
714 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.734819,-85.371288,714,,East,2nd,Street,
715 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735288,-85.371212,715,,East,2nd,Street,
716 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,C,2,,,38.734817,-85.371173,716,,East,2nd,Street,
717 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735433,-85.371095,717,,East,2nd,Street,
718 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.734820,-85.371069,718,,East,2nd,Street,
720 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,2,,,38.734818,-85.370966,720,,East,2nd,Street,
721 East 2nd Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1855,1855,C,1,,,38.735150,-85.370904,721,,East,2nd,Street,
723 East 2nd Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1910,1910,C,2,,,38.735429,-85.370843,723,,East,2nd,Street,
801 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,2,,,38.735430,-85.370715,801,,East,2nd,Street,
802 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.734821,-85.370674,802,,East,2nd,Street,
803 East 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.735429,-85.370607,803,,East,2nd,Street,
804 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.734823,-85.370558,804,,East,2nd,Street,
805 East 2nd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.735429,-85.370519,805,,East,2nd,Street,
806 East 2nd Street,,House,,None,None,No Style,TRUE,FALSE,1920,1920,N/C,,1,A,38.734663,-85.370376,806,,East,2nd,Street,
807 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,1,,,38.735429,-85.370417,807,,East,2nd,Street,
808 East 2nd Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,C,2,,,38.734889,-85.370384,808,,East,2nd,Street,
809 East 2nd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.735431,-85.370302,809,,East,2nd,Street,
810 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,N/C,,1,A,38.734825,-85.370166,810,,East,2nd,Street,
811 East 2nd Street,,House,Duplex,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,0.5,,,38.735431,-85.370177,811,,East,2nd,Street,
813 East 2nd Street,,House,Duplex,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,0.5,,,38.735159,-85.370162,813,,East,2nd,Street,
814 East 2nd Street,,Commercial Building,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.734829,-85.369954,814,,East,2nd,Street,
901 East 2nd Street,,Gas Station,,Modern Movement,None,Modern Movement,TRUE,FALSE,1950,1950,N/C,,1,NIP,38.735326,-85.369738,901,,East,2nd,Street,
904 East 2nd Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,C,1,,,38.734922,-85.369449,904,,East,2nd,Street,
906 East 2nd Street,,House,,Colonial Revival,None,Colonial Revival,TRUE,FALSE,1920,1920,C,1,,,38.734836,-85.369247,906,,East,2nd,Street,
910 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1900,1900,C,1,,,38.734837,-85.369011,910,,East,2nd,Street,
918 East 2nd Street,,House,,None,None,No Style,TRUE,FALSE,1900,1900,N/C,,1,A,38.734790,-85.368799,918,,East,2nd,Street,
920 East 2nd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.734611,-85.368565,920,,East,2nd,Street,
101 West 2nd Street,Madison Heritage Apartments,Apartment Building,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.734803,-85.380573,101,,West,2nd,Street,
111 West 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1860,1860,C,1,,,38.734998,-85.380867,111,,West,2nd,Street,
114 West 2nd Street,,House,,Federal,None,Federal,TRUE,FALSE,1880,1880,C,1,,,38.735428,-85.380797,114,,West,2nd,Street,
117 West 2nd Street,Garber House,House,,Classical/Greek Revival,Greek,Greek Revival,TRUE,FALSE,1850,1850,C,1,,,38.735189,-85.380812,117,,West,2nd,Street,
118 West 2nd Street,,Commercial Building,,Commercial Style,None,Commercial Style,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.735499,-85.380964,118,,West,2nd,Street,
202 West 2nd Street,Leonard House,House,,Federal,None,Federal,TRUE,FALSE,1825,1825,C,1,,,38.735521,-85.381298,202,,West,2nd,Street,"The Federal style home at 202 W. Second Street was built by George Leonard likely in the late 1820s. The two-story home sits on a rough coursed sandstone foundation with a water table. The brick walls are set in a Flemish bond pattern, typical of early Federal buildings. The upper light panel door is set in a wood surround with upper transom light. Two/over/two light windows on the facade, as well as the door, have radiating brick voussoirs. Side windows have flat dressed stone lintels. The side gable roof has a projecting wide cornice with scroll cut brackets on the facade. The east side, likely showing the original condition of the facade, has brick corbelling and dentils. The sandstone steps have a period iron railing. There was once a bi-level gallery porch on the west side, since enclosed."
208 West 2nd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.735614,-85.381391,208,,West,2nd,Street,
210 West 2nd Street,,House,Duplex,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.735653,-85.381570,210,,West,2nd,Street,
211 West 2nd Street,Brandt House,House,,Italianate,None,Italianate,FALSE,FALSE,1867,1867,C,1,,,38.735102,-85.381767,211,,West,2nd,Street,
211 West 2nd Street,Central School Site,School,,Other,None,Other,TRUE,FALSE,1868,1868,C,1,,,38.735102,-85.381767,211,,West,2nd,Street,No longer in existence.
212 West 2nd Street,Coates House & Carriage House,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,2,1,A,38.735653,-85.381570,212,,West,2nd,Street,"John Coates built the Italianate house at 212 W. Second Street sometime between 1868 and 1874. The house sits on a rubble stone foundation and has brick walls laid in common bond pattern. The slightly recessed main door has double pointed arch paneling, sidelights and a denticulated cornice with brackets. The two/over/two light windows are set into segmental arch openings and have pressed metal decorative hoods that conform to their shape. The medium pitch, side gable roof has a wide, projecting cornice with paired Italianate brackets and modillions. There are three brick chimneys on the west gable. The house has a brick carriage house on the rear alley."
213 West 2nd Street,,House,,Tudor Revival,None,Tudor Revival,TRUE,FALSE,1925,1925,C,2,,,38.735098,-85.382002,213,,West,2nd,Street,
214 West 2nd Street,,House,Duplex,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,0.5,,,38.735629,-85.381741,214,,West,2nd,Street,
